listing_id,brand,model,year,city,fuel_type,transmission,owner_number,km_driven,health_score,listing_price,is_promoted,conversion_target,ml_score,promotion_level
LID00999,Tata,Safari,2017,Pune,Electric,Automatic,Third,29074,0.478,398926,0,1,0.6896,Standard
LID01000,Maruti,WagonR,2016,Bengaluru,Petrol,Manual,Third,35912,0.458,173456,0,0,0.5354,Standard
LID01001,Maruti,Baleno,2018,Mumbai,Diesel,Manual,Second,28930,0.553,212550,1,0,0.6357,Standard
LID01002,Tata,Nexon,2018,Mumbai,Hybrid,Manual,First,104454,0.582,402929,0,0,0.5109,Plus
LID01003,Hyundai,Verna,2017,Pune,Petrol,Manual,First,22511,0.565,349171,0,0,0.5663,Standard
LID01004,Mahindra,Bolero,2019,Chennai,Petrol,Manual,Second,155952,0.422,986804,1,0,0.5885,Plus
LID01005,Hyundai,Tucson,2016,Chennai,Diesel,Manual,First,81889,0.529,286794,0,0,0.4711,Standard
LID01006,Honda,Jazz,2012,Bengaluru,Petrol,Manual,Third,19543,0.244,259359,0,1,0.4968,Standard
LID01007,Mahindra,Scorpio,2016,Bengaluru,Petrol,Automatic,Second,31980,0.53,785609,0,0,0.5242,Plus
LID01008,Maruti,Ciaz,2020,Mumbai,Hybrid,Automatic,Second,20055,0.687,225998,1,1,0.8986,Plus
LID01009,Toyota,Fortuner,2020,Bengaluru,Petrol,Automatic,Second,72132,0.644,949485,0,1,0.8273,Premium
LID01010,Tata,Safari,2013,Mumbai,Diesel,Manual,First,62181,0.444,139534,0,0,0.4021,Standard
LID01011,Hyundai,Venue,2017,Delhi,Hybrid,Manual,First,110659,0.513,234576,0,0,0.5126,Plus
LID01012,Maruti,WagonR,2016,Pune,Electric,Automatic,First,104693,0.492,244216,0,0,0.4749,Standard
LID01013,Mercedes,A-Class,2014,Jaipur,Petrol,Automatic,First,100065,0.385,1776454,0,0,0.3344,Plus
LID01014,Hyundai,Tucson,2018,Chennai,CNG,Automatic,Third,65258,0.461,334783,1,1,0.7317,Standard
LID01015,Hyundai,i20,2017,Pune,Electric,Manual,Second,39908,0.605,250905,0,0,0.5069,Standard
LID01016,Hyundai,Verna,2021,Hyderabad,Petrol,Manual,First,148928,0.561,315469,0,0,0.5158,Plus
LID01017,Honda,Amaze,2019,Hyderabad,Petrol,Automatic,First,14536,0.757,462311,0,0,0.6383,Plus
LID01018,Maruti,Ciaz,2017,Kolkata,Diesel,Automatic,Third,14303,0.452,280966,0,0,0.4894,Standard
LID01019,Hyundai,Verna,2017,Mumbai,Diesel,Automatic,Third,34229,0.442,208643,1,0,0.6002,Standard
LID01020,Hyundai,Creta,2023,Chennai,Petrol,Manual,First,49018,0.918,544183,0,0,0.7676,Plus
LID01021,Hyundai,Venue,2018,Jaipur,Electric,Manual,Second,55165,0.537,320521,1,0,0.5917,Standard
LID01022,Tata,Tiago,2014,Pune,Petrol,Automatic,Third,72683,0.177,179080,0,0,0.3959,Standard
LID01023,Tata,Tiago,2017,Bengaluru,Diesel,Manual,First,51396,0.706,179181,0,0,0.6275,Standard
LID01024,Tata,Tigor,2020,Jaipur,Petrol,Automatic,Second,83710,0.537,453365,0,0,0.5793,Standard
LID01025,Maruti,WagonR,2021,Chennai,Petrol,Manual,First,57483,0.767,426149,0,0,0.6617,Plus
LID01026,Honda,Amaze,2023,Mumbai,CNG,Manual,First,42260,0.892,641475,0,0,0.7674,Plus
LID01027,Ford,Figo,2016,Kolkata,Petrol,Automatic,First,40957,0.536,410305,0,0,0.4905,Standard
LID01028,Maruti,Swift,2013,Bengaluru,Petrol,Automatic,Second,33760,0.408,153617,1,0,0.4734,Standard
LID01029,Maruti,Vitara Brezza,2019,Delhi,Diesel,Automatic,First,48596,0.675,236254,1,1,0.8916,Standard
LID01030,Maruti,Vitara Brezza,2021,Delhi,Hybrid,Automatic,First,39817,0.786,334128,0,0,0.6393,Plus
LID01031,Tata,Tiago,2023,Kolkata,Diesel,Manual,Second,26877,0.831,705730,0,0,0.7742,Plus
LID01032,Maruti,Ciaz,2017,Pune,Petrol,Manual,Second,107854,0.46,200243,0,0,0.5212,Standard
LID01033,Maruti,WagonR,2020,Kolkata,Petrol,Manual,First,83684,0.662,423144,0,0,0.5819,Standard
LID01034,Tata,Safari,2021,Bengaluru,Petrol,Automatic,First,101537,0.66,467761,1,1,0.869,Plus
LID01035,Maruti,Baleno,2022,Pune,Diesel,Manual,First,137084,0.656,238367,1,0,0.7177,Standard
LID01036,Hyundai,Venue,2014,Mumbai,Diesel,Manual,First,17889,0.502,122733,1,1,0.7632,Standard
LID01037,Hyundai,Creta,2016,Bengaluru,Diesel,Manual,First,32137,0.648,208558,0,0,0.4768,Standard
LID01038,Hyundai,Creta,2017,Bengaluru,Petrol,Manual,First,75750,0.612,371460,0,1,0.7703,Plus
LID01039,Kia,Seltos,2020,Delhi,Electric,Manual,First,52604,0.742,660262,0,0,0.6557,Plus
LID01040,Maruti,Vitara Brezza,2020,Mumbai,Petrol,Automatic,Second,85928,0.614,418849,1,0,0.5649,Standard
LID01041,Honda,Jazz,2022,Bengaluru,Petrol,Automatic,First,94050,0.715,1025874,0,1,0.9318,Plus
LID01042,Maruti,Baleno,2023,Chennai,Petrol,Manual,Third,76666,0.615,530178,0,0,0.6762,Standard
LID01043,Tata,Nexon,2015,Bengaluru,CNG,Automatic,First,148358,0.393,247319,1,0,0.4891,Standard
LID01044,Maruti,Ciaz,2017,Hyderabad,Diesel,Automatic,First,67429,0.649,305504,1,0,0.6648,Standard
LID01045,Hyundai,i20,2013,Pune,CNG,Automatic,First,47231,0.509,151118,0,0,0.4917,Standard
LID01046,Kia,Sonet,2020,Chennai,Petrol,Manual,Second,77502,0.664,854164,1,0,0.7024,Plus
LID01047,Hyundai,Tucson,2017,Mumbai,Petrol,Manual,Second,71545,0.572,313615,1,1,0.7714,Plus
LID01048,Hyundai,Tucson,2017,Bengaluru,CNG,Automatic,First,126195,0.395,235240,0,0,0.4554,Standard
LID01049,Toyota,Glanza,2016,Bengaluru,CNG,Manual,Second,43280,0.58,415176,0,1,0.7082,Standard
LID01050,BMW,X5,2023,Kolkata,Diesel,Automatic,First,21936,0.892,5215942,1,1,0.9132,Premium
LID01051,Toyota,Innova Crysta,2022,Mumbai,Petrol,Manual,First,58864,0.81,1090805,0,0,0.749,Premium
LID01052,Hyundai,i20,2013,Pune,Petrol,Manual,First,31276,0.47,167713,1,1,0.7254,Standard
LID01053,Tata,Safari,2018,Chennai,Diesel,Manual,First,51091,0.672,428237,0,0,0.5575,Standard
LID01054,Maruti,Vitara Brezza,2022,Delhi,Diesel,Automatic,Second,56167,0.728,607365,0,0,0.6704,Plus
LID01055,Hyundai,Verna,2010,Mumbai,Electric,Manual,First,44143,0.42,133718,0,0,0.2972,Standard
LID01056,Ford,Aspire,2022,Ahmedabad,Petrol,Manual,Second,138922,0.576,867262,0,0,0.5817,Plus
LID01057,Toyota,Urban Cruiser,2022,Delhi,Diesel,Manual,First,63854,0.806,786422,1,1,1.0,Premium
LID01058,Tata,Tigor,2013,Jaipur,Diesel,Automatic,First,189609,0.28,140540,0,1,0.5126,Standard
LID01059,Hyundai,Creta,2019,Mumbai,Diesel,Automatic,First,33581,0.815,514112,0,1,0.7932,Plus
LID01060,Ford,Aspire,2023,Mumbai,Diesel,Automatic,First,19080,0.894,1020553,0,0,0.7264,Plus
LID01061,Mahindra,XUV300,2018,Delhi,Diesel,Automatic,Third,67550,0.343,934876,0,1,0.5812,Plus
LID01062,Tata,Harrier,2018,Pune,Petrol,Manual,First,56551,0.605,404228,1,1,0.8497,Standard
LID01063,Honda,Amaze,2014,Bengaluru,Diesel,Automatic,First,29067,0.639,291543,0,0,0.5776,Standard
LID01064,Maruti,Baleno,2013,Delhi,Diesel,Manual,Second,82542,0.411,161392,0,1,0.5845,Standard
LID01065,Maruti,Swift,2019,Chennai,Diesel,Manual,First,73630,0.686,188442,1,1,0.8671,Standard
LID01066,Hyundai,Verna,2018,Delhi,Petrol,Manual,Second,310317,0.34,345208,0,1,0.6466,Standard
LID01067,Tata,Nexon,2019,Jaipur,Electric,Manual,First,11718,0.748,591710,0,0,0.5252,Standard
LID01068,Ford,Aspire,2018,Delhi,Petrol,Automatic,Second,50264,0.522,417512,0,0,0.4731,Plus
LID01069,Hyundai,Creta,2017,Delhi,Petrol,Automatic,First,18395,0.696,317546,0,0,0.5549,Standard
LID01070,Maruti,WagonR,2010,Chennai,Diesel,Automatic,First,41929,0.375,106293,1,1,0.5705,Standard
LID01071,Ford,EcoSport,2016,Delhi,Diesel,Automatic,Second,38016,0.5,259437,0,1,0.6654,Standard
LID01072,Hyundai,Venue,2020,Mumbai,Petrol,Manual,Second,22855,0.715,415197,0,0,0.6575,Standard
LID01073,Hyundai,Tucson,2022,Bengaluru,Electric,Manual,First,37107,0.958,970494,0,0,0.6794,Premium
LID01074,Hyundai,Venue,2019,Delhi,Petrol,Manual,First,65572,0.666,472592,1,1,0.8447,Plus
LID01075,Hyundai,i20,2015,Ahmedabad,Petrol,Manual,First,14901,0.597,272766,0,0,0.4705,Standard
LID01076,Maruti,Vitara Brezza,2010,Bengaluru,Diesel,Manual,First,26101,0.43,108941,1,1,0.6515,Standard
LID01077,Tata,Nexon,2018,Chennai,Diesel,Automatic,First,97939,0.622,347228,1,0,0.6065,Standard
LID01078,Hyundai,Tucson,2021,Bengaluru,Diesel,Automatic,First,108542,0.689,429759,0,0,0.6617,Plus
LID01079,Tata,Safari,2019,Bengaluru,Petrol,Automatic,First,61340,0.743,334235,1,1,0.8566,Standard
LID01080,Honda,City,2020,Kolkata,Diesel,Manual,First,54389,0.707,581559,0,1,0.8954,Standard
LID01081,Volkswagen,Taigun,2017,Pune,Diesel,Automatic,Second,83067,0.427,996624,0,0,0.427,Standard
LID01082,Honda,CR-V,2017,Mumbai,Petrol,Automatic,First,45887,0.661,268430,0,0,0.5751,Standard
LID01083,Maruti,Swift,2015,Chennai,Petrol,Automatic,First,113143,0.395,100000,0,0,0.4069,Standard
LID01084,Tata,Harrier,2016,Delhi,Petrol,Manual,Second,19049,0.623,320786,0,0,0.497,Standard
LID01085,Tata,Nexon,2021,Hyderabad,Diesel,Manual,First,31743,0.737,273196,0,1,0.8184,Standard
LID01086,Toyota,Urban Cruiser,2022,Mumbai,Diesel,Automatic,Second,336132,0.499,843024,0,0,0.5675,Plus
LID01087,Kia,Seltos,2021,Hyderabad,Petrol,Manual,First,65436,0.715,725408,0,0,0.6847,Plus
LID01088,Toyota,Glanza,2021,Kolkata,Petrol,Automatic,Third,104607,0.408,1258526,1,0,0.6031,Plus
LID01089,Honda,WR-V,2018,Mumbai,Petrol,Manual,Second,50631,0.512,383521,1,0,0.6709,Plus
LID01090,Hyundai,Creta,2014,Bengaluru,Petrol,Manual,Second,52293,0.465,203676,0,1,0.6333,Standard
LID01091,Tata,Tigor,2023,Jaipur,Petrol,Automatic,First,19947,1.0,688824,0,0,0.8197,Plus
LID01092,Hyundai,i20,2022,Mumbai,CNG,Automatic,First,70699,0.783,628241,0,0,0.6215,Premium
LID01093,Ford,Aspire,2017,Pune,Petrol,Automatic,First,22188,0.688,302394,0,1,0.7327,Standard
LID01094,Hyundai,i20,2021,Ahmedabad,Petrol,Manual,Second,37813,0.834,474341,0,0,0.6049,Plus
LID01095,Maruti,Baleno,2021,Mumbai,Diesel,Manual,First,54668,0.802,283435,1,1,0.912,Plus
LID01096,Toyota,Glanza,2018,Delhi,Petrol,Automatic,Second,18372,0.63,758435,0,0,0.4998,Plus
LID01097,Hyundai,Tucson,2023,Pune,CNG,Automatic,Third,25394,0.635,662025,0,1,0.8503,Plus
LID01098,Maruti,Swift,2015,Bengaluru,Hybrid,Manual,First,82892,0.47,216486,0,0,0.4416,Standard
LID01099,Honda,WR-V,2015,Hyderabad,Diesel,Manual,First,30651,0.571,321042,1,0,0.605,Standard
LID01100,Tata,Harrier,2015,Jaipur,Electric,Automatic,First,59077,0.472,195900,0,0,0.5164,Standard
LID01101,Toyota,Glanza,2011,Bengaluru,Hybrid,Automatic,Second,90783,0.187,207324,1,0,0.3934,Plus
LID01102,Toyota,Innova Crysta,2013,Chennai,CNG,Manual,Second,15552,0.48,267004,1,0,0.4497,Standard
LID01103,Hyundai,Venue,2020,Ahmedabad,Diesel,Manual,First,58904,0.814,347940,0,1,0.8512,Plus
LID01104,Tata,Nexon,2012,Ahmedabad,Petrol,Automatic,First,80732,0.398,120215,0,0,0.362,Standard
LID01105,Maruti,Baleno,2021,Mumbai,Electric,Manual,First,35822,0.763,319597,0,0,0.6374,Plus
LID01106,Hyundai,Verna,2019,Pune,Petrol,Manual,Second,121904,0.502,493177,0,0,0.5581,Plus
LID01107,Tata,Tiago,2013,Ahmedabad,Petrol,Manual,Third,78649,0.246,132999,0,0,0.2876,Standard
LID01108,Maruti,Baleno,2017,Chennai,Diesel,Manual,Second,53598,0.524,210926,0,0,0.5845,Standard
LID01109,Ford,Figo,2022,Delhi,Petrol,Manual,Second,39110,0.778,843377,0,1,0.8474,Premium
LID01110,Honda,Amaze,2016,Bengaluru,Petrol,Manual,Second,68525,0.414,306561,0,0,0.4222,Standard
LID01111,Maruti,Baleno,2016,Hyderabad,Hybrid,Automatic,Second,44876,0.548,273996,1,0,0.5888,Standard
LID01112,Ford,Aspire,2015,Pune,Petrol,Manual,Second,53697,0.487,261769,0,0,0.4848,Standard
LID01113,Hyundai,Tucson,2019,Kolkata,CNG,Manual,First,88940,0.645,330940,0,1,0.7646,Plus
LID01114,Maruti,WagonR,2015,Ahmedabad,Electric,Manual,Third,20961,0.35,236201,0,0,0.4201,Standard
LID01115,BMW,X5,2019,Hyderabad,Electric,Automatic,First,47261,0.754,1681456,1,0,0.6783,Premium
LID01116,Toyota,Fortuner,2022,Bengaluru,Diesel,Automatic,First,224408,0.616,1147041,0,0,0.6734,Premium
LID01117,Mercedes,E-Class,2020,Ahmedabad,Petrol,Automatic,First,51902,0.824,5310239,0,1,0.7201,Plus
LID01118,BMW,X3,2015,Kolkata,Diesel,Manual,First,35243,0.544,1289763,1,1,0.7123,Plus
LID01119,BMW,X1,2019,Mumbai,Diesel,Manual,Second,42429,0.593,3611482,1,0,0.5532,Premium
LID01120,Honda,Jazz,2020,Chennai,Petrol,Manual,Second,24667,0.687,388678,0,1,0.8612,Standard
LID01121,Maruti,Vitara Brezza,2013,Mumbai,Diesel,Manual,Second,22709,0.49,100000,1,0,0.4781,Standard
LID01122,Honda,City,2020,Bengaluru,Petrol,Manual,Second,50595,0.58,692343,0,1,0.7778,Plus
LID01123,Toyota,Urban Cruiser,2014,Chennai,Diesel,Manual,First,21194,0.627,479790,0,0,0.4951,Plus
LID01124,Maruti,Vitara Brezza,2014,Ahmedabad,Diesel,Manual,Second,11061,0.489,158709,0,0,0.4451,Standard
LID01125,Toyota,Innova Crysta,2022,Bengaluru,Diesel,Manual,Third,44960,0.704,1454689,0,0,0.6783,Plus
LID01126,Toyota,Fortuner,2020,Jaipur,Diesel,Automatic,First,33902,0.772,517786,1,1,0.8833,Plus
LID01127,Tata,Safari,2017,Kolkata,Petrol,Manual,First,220415,0.397,223678,0,0,0.4814,Standard
LID01128,Maruti,Swift,2020,Mumbai,Hybrid,Manual,Third,34193,0.621,366479,0,0,0.5806,Standard
LID01129,Hyundai,Venue,2012,Ahmedabad,Petrol,Automatic,Second,28101,0.448,113578,0,1,0.5553,Standard
LID01130,Mahindra,Thar,2016,Hyderabad,Petrol,Manual,Second,17208,0.513,710145,0,1,0.5727,Plus
LID01131,Tata,Harrier,2023,Hyderabad,Electric,Automatic,First,42024,0.851,826700,0,1,0.9221,Plus
LID01132,Maruti,Swift,2013,Mumbai,Petrol,Manual,Second,66943,0.388,138760,0,0,0.3566,Standard
LID01133,Tata,Tiago,2018,Bengaluru,Petrol,Automatic,First,61955,0.599,429270,0,0,0.5229,Plus
LID01134,Tata,Harrier,2015,Bengaluru,Petrol,Automatic,First,40537,0.515,189349,0,0,0.518,Standard
LID01135,Maruti,Ciaz,2017,Kolkata,Diesel,Automatic,First,52308,0.687,183142,0,0,0.5293,Standard
LID01136,Volkswagen,Polo,2012,Hyderabad,Diesel,Manual,First,11935,0.497,585907,0,0,0.3811,Standard
LID01137,Mahindra,Scorpio,2013,Kolkata,Petrol,Automatic,Second,62707,0.415,517962,0,0,0.3582,Standard
LID01138,Hyundai,Tucson,2023,Ahmedabad,Petrol,Manual,First,12664,0.956,815239,1,1,1.0,Premium
LID01139,Tata,Tiago,2013,Delhi,Hybrid,Automatic,First,43976,0.503,191956,0,1,0.5721,Standard
LID01140,Mercedes,A-Class,2021,Ahmedabad,Petrol,Automatic,Second,105203,0.511,3646781,0,1,0.7017,Premium
LID01141,Mercedes,A-Class,2018,Bengaluru,Electric,Automatic,First,110375,0.56,3150977,0,0,0.3761,Plus
LID01142,Mahindra,Scorpio,2014,Hyderabad,Diesel,Manual,First,41815,0.453,551012,0,1,0.6146,Standard
LID01143,Hyundai,Verna,2019,Bengaluru,Electric,Manual,Second,30515,0.694,266645,1,1,0.9054,Plus
LID01144,Hyundai,Creta,2016,Bengaluru,Diesel,Manual,Second,18192,0.652,187080,0,1,0.7775,Standard
LID01145,Hyundai,Tucson,2022,Bengaluru,Diesel,Automatic,First,75391,0.756,568037,1,1,0.9167,Plus
LID01146,Tata,Tiago,2016,Delhi,Diesel,Manual,Second,16779,0.711,308924,0,0,0.5306,Standard
LID01147,Ford,Endeavour,2023,Delhi,Petrol,Manual,First,78285,0.745,1049674,1,0,0.781,Plus
LID01148,Tata,Harrier,2020,Chennai,Diesel,Automatic,First,16781,0.834,505121,0,1,0.9113,Standard
LID01149,Honda,City,2014,Mumbai,Petrol,Automatic,First,97820,0.421,178554,0,0,0.351,Standard
LID01150,Maruti,Baleno,2019,Chennai,Petrol,Manual,First,40252,0.713,272380,0,1,0.8371,Standard
LID01151,Honda,CR-V,2018,Bengaluru,Petrol,Manual,First,56177,0.652,306676,0,0,0.6104,Plus
LID01152,Maruti,Ciaz,2011,Pune,Petrol,Automatic,Second,35382,0.34,100000,0,0,0.3435,Standard
LID01153,Maruti,WagonR,2020,Bengaluru,Petrol,Manual,First,21347,0.795,315596,0,0,0.6764,Plus
LID01154,Kia,Carnival,2019,Mumbai,Diesel,Automatic,First,31022,0.741,878336,0,1,0.8112,Plus
LID01155,Mahindra,Thar,2018,Jaipur,Electric,Manual,First,46150,0.569,1127838,0,1,0.6842,Plus
LID01156,Mahindra,Bolero,2019,Mumbai,Diesel,Manual,First,13296,0.703,772429,0,0,0.6242,Plus
LID01157,Hyundai,i20,2020,Bengaluru,Diesel,Automatic,Second,53335,0.632,415450,0,0,0.5624,Standard
LID01158,Mercedes,A-Class,2022,Chennai,Petrol,Automatic,Second,37394,0.759,3097244,0,0,0.5925,Premium
LID01159,Toyota,Urban Cruiser,2012,Pune,Petrol,Manual,First,43480,0.374,166444,0,1,0.6241,Standard
LID01160,Ford,Endeavour,2013,Kolkata,Petrol,Automatic,Second,76617,0.38,250386,1,0,0.4556,Standard
LID01161,Tata,Tigor,2021,Mumbai,Petrol,Manual,First,71072,0.719,320004,0,1,0.7942,Plus
LID01162,Maruti,Baleno,2020,Ahmedabad,Diesel,Manual,First,24039,0.821,198924,1,1,0.9305,Standard
LID01163,Maruti,WagonR,2018,Hyderabad,Petrol,Automatic,Second,39141,0.68,160183,0,0,0.5226,Standard
LID01164,Maruti,Swift,2019,Bengaluru,CNG,Manual,First,76794,0.66,249149,1,0,0.705,Standard
LID01165,Tata,Tigor,2023,Hyderabad,Diesel,Manual,First,27622,0.799,895474,1,1,0.9455,Plus
LID01166,Tata,Tigor,2018,Chennai,Electric,Automatic,Second,84205,0.493,237526,1,0,0.5623,Standard
LID01167,Hyundai,i20,2021,Hyderabad,Petrol,Manual,First,60496,0.751,317678,0,0,0.6854,Plus
LID01168,Kia,Carens,2021,Kolkata,Petrol,Automatic,Second,62323,0.575,992059,0,0,0.5537,Plus
LID01169,Tata,Tiago,2020,Bengaluru,Petrol,Manual,First,53452,0.75,489224,0,1,0.8339,Plus
LID01170,Hyundai,Creta,2016,Hyderabad,Diesel,Automatic,Second,67222,0.406,293429,0,0,0.4133,Standard
LID01171,Toyota,Urban Cruiser,2016,Bengaluru,Petrol,Automatic,Third,103329,0.374,445127,0,0,0.4052,Plus
LID01172,Ford,Figo,2021,Pune,CNG,Automatic,Second,45022,0.607,642784,0,1,0.8231,Standard
LID01173,Hyundai,i20,2022,Chennai,Petrol,Manual,Second,32080,0.812,714540,0,0,0.6218,Plus
LID01174,Maruti,WagonR,2018,Ahmedabad,Diesel,Manual,Second,44789,0.557,303716,0,0,0.5688,Standard
LID01175,Volkswagen,Tiguan,2010,Kolkata,Petrol,Manual,Second,22945,0.395,190010,0,0,0.3006,Standard
LID01176,Kia,Seltos,2018,Pune,Petrol,Manual,First,188064,0.365,449922,0,0,0.4483,Plus
LID01177,Honda,WR-V,2020,Mumbai,Petrol,Manual,First,31718,0.723,683048,0,1,0.8025,Plus
LID01178,Kia,Carnival,2023,Kolkata,Electric,Automatic,Second,53859,0.817,1309901,1,0,0.7342,Premium
LID01179,Maruti,Swift,2017,Ahmedabad,Petrol,Manual,Second,67386,0.52,124019,0,0,0.5169,Standard
LID01180,Maruti,Swift,2012,Pune,Diesel,Automatic,First,27283,0.473,163233,1,0,0.4748,Standard
LID01181,Honda,CR-V,2021,Bengaluru,Diesel,Automatic,Third,28917,0.601,514123,0,1,0.8078,Plus
LID01182,Maruti,Vitara Brezza,2011,Chennai,CNG,Manual,Second,21983,0.383,100000,0,0,0.3336,Standard
LID01183,Maruti,Vitara Brezza,2018,Mumbai,Petrol,Automatic,First,61508,0.595,263381,0,0,0.599,Standard
LID01184,Tata,Nexon,2023,Mumbai,CNG,Manual,First,63732,0.795,528261,1,1,1.0,Plus
LID01185,Maruti,Vitara Brezza,2023,Chennai,Petrol,Automatic,First,65934,0.896,293707,0,0,0.7655,Plus
LID01186,Mahindra,Bolero,2015,Delhi,Petrol,Automatic,First,34784,0.478,262945,1,0,0.5519,Standard
LID01187,Tata,Tiago,2014,Ahmedabad,Diesel,Automatic,Third,41384,0.39,227969,1,0,0.4867,Standard
LID01188,Tata,Nexon,2023,Chennai,Diesel,Manual,First,57186,0.834,477158,0,0,0.7264,Plus
LID01189,Tata,Harrier,2023,Delhi,Petrol,Manual,Third,44676,0.688,432205,0,0,0.7174,Plus
LID01190,Maruti,Ciaz,2012,Bengaluru,Diesel,Automatic,Second,18684,0.422,100000,1,1,0.7162,Standard
LID01191,Tata,Safari,2014,Delhi,Electric,Automatic,Second,60614,0.431,187803,0,1,0.6007,Standard
LID01192,Toyota,Glanza,2020,Ahmedabad,Petrol,Manual,First,21986,0.742,863560,0,1,0.8585,Plus
LID01193,BMW,X3,2021,Delhi,Petrol,Manual,Second,80930,0.599,3213032,0,0,0.5364,Premium
LID01194,Toyota,Glanza,2021,Kolkata,CNG,Manual,First,43434,0.909,886291,1,1,0.9501,Premium
LID01195,Hyundai,i20,2013,Hyderabad,Petrol,Automatic,Second,17670,0.408,102710,0,0,0.4234,Standard
LID01196,Tata,Tigor,2015,Mumbai,Petrol,Automatic,First,50431,0.574,148299,0,0,0.5547,Standard
LID01197,Mahindra,XUV700,2018,Bengaluru,Electric,Manual,First,65742,0.57,1023533,0,0,0.5758,Plus
LID01198,Ford,Figo,2016,Chennai,Hybrid,Manual,First,39636,0.567,322796,0,1,0.6967,Standard
LID01199,Hyundai,Tucson,2020,Delhi,Petrol,Automatic,First,98629,0.624,397863,0,0,0.6232,Plus
LID01200,Hyundai,i20,2018,Delhi,Hybrid,Automatic,Third,25068,0.539,379870,0,0,0.57,Standard
LID01201,Honda,CR-V,2020,Kolkata,Petrol,Manual,Second,79112,0.536,842048,1,0,0.6523,Plus
LID01202,Ford,Endeavour,2021,Chennai,Diesel,Manual,First,27426,0.835,727248,0,1,0.9358,Plus
LID01203,Honda,Jazz,2020,Delhi,Petrol,Manual,First,64404,0.634,693241,0,0,0.5987,Plus
LID01204,Maruti,WagonR,2019,Kolkata,Diesel,Manual,First,33159,0.737,268383,0,0,0.5976,Standard
LID01205,Tata,Tigor,2016,Hyderabad,CNG,Automatic,Second,101708,0.404,210113,1,0,0.3739,Standard
LID01206,Honda,WR-V,2019,Chennai,Electric,Automatic,First,39948,0.771,536215,0,0,0.6005,Standard
LID01207,Maruti,Ciaz,2021,Bengaluru,Diesel,Manual,Second,122937,0.575,536552,0,0,0.5902,Plus
LID01208,Kia,Seltos,2012,Chennai,Diesel,Manual,First,92716,0.318,164459,0,0,0.3564,Standard
LID01209,Honda,City,2013,Hyderabad,Petrol,Manual,Second,46634,0.456,336200,0,0,0.4112,Standard
LID01210,Maruti,Baleno,2023,Bengaluru,Petrol,Manual,First,69048,0.781,700550,0,0,0.7555,Premium
LID01211,Maruti,Baleno,2021,Bengaluru,Diesel,Manual,Second,19655,0.734,272292,0,1,0.779,Plus
LID01212,Kia,Sonet,2020,Mumbai,Diesel,Manual,First,37895,0.679,838172,0,0,0.6255,Plus
LID01213,Maruti,Swift,2015,Delhi,Diesel,Automatic,Third,59141,0.37,127073,0,0,0.3689,Standard
LID01214,Mahindra,XUV300,2020,Kolkata,CNG,Manual,First,86110,0.665,1037805,0,0,0.6188,Plus
LID01215,Honda,WR-V,2013,Chennai,Petrol,Automatic,First,71591,0.359,172557,0,0,0.3698,Standard
LID01216,Honda,CR-V,2019,Delhi,Petrol,Manual,First,56327,0.7,664256,1,0,0.6698,Plus
LID01217,Mercedes,GLE,2016,Pune,Diesel,Automatic,Second,64559,0.536,2338576,0,0,0.5124,Plus
LID01218,Honda,Jazz,2016,Hyderabad,Petrol,Automatic,First,63715,0.593,253773,0,1,0.7082,Standard
LID01219,Honda,CR-V,2020,Pune,Hybrid,Manual,Second,36520,0.673,821961,0,0,0.6369,Plus
LID01220,Tata,Nexon,2019,Bengaluru,Electric,Manual,First,56860,0.731,486857,0,1,0.7993,Plus
LID01221,Mahindra,XUV700,2023,Kolkata,CNG,Automatic,First,101509,0.784,747366,0,1,0.8481,Premium
LID01222,Tata,Safari,2011,Delhi,Petrol,Automatic,First,28564,0.402,113565,1,0,0.3649,Standard
LID01223,Tata,Tiago,2019,Bengaluru,Diesel,Manual,First,19999,0.769,271776,0,1,0.8252,Standard
LID01224,Mercedes,A-Class,2013,Bengaluru,Petrol,Manual,First,39265,0.493,1936599,1,0,0.4342,Plus
LID01225,Hyundai,Verna,2011,Chennai,Petrol,Automatic,First,19627,0.564,154117,0,0,0.3956,Standard
LID01226,Toyota,Glanza,2012,Delhi,Petrol,Manual,First,30708,0.427,390831,0,0,0.4444,Standard
LID01227,Hyundai,i20,2020,Bengaluru,Petrol,Automatic,First,50722,0.683,273637,0,1,0.8021,Plus
LID01228,Tata,Tigor,2014,Delhi,Petrol,Manual,First,56777,0.55,181325,0,0,0.4872,Standard
LID01229,Tata,Tiago,2022,Bengaluru,Diesel,Automatic,First,33711,0.895,423657,0,0,0.7604,Plus
LID01230,Honda,CR-V,2019,Chennai,Petrol,Automatic,Second,60091,0.63,477135,1,0,0.6798,Standard
LID01231,Hyundai,Verna,2022,Delhi,CNG,Manual,Second,33876,0.76,662409,1,0,0.8294,Premium
LID01232,Maruti,Ciaz,2012,Jaipur,CNG,Manual,First,31073,0.422,142387,1,0,0.417,Standard
LID01233,BMW,X3,2019,Bengaluru,CNG,Automatic,Second,89063,0.589,2416975,0,0,0.554,Premium
LID01234,Toyota,Fortuner,2019,Bengaluru,Electric,Manual,Second,93608,0.528,587148,0,0,0.4939,Plus
LID01235,Ford,Aspire,2016,Jaipur,CNG,Manual,Second,75373,0.464,282855,0,0,0.4476,Standard
